,Year,unit,Total CO2 emissions from fossil-fuels and cement production (MtCO2),Emissions from solid fuel consumption,Emissions from liquid fuel consumption,Emissions from gas fuel consumption,Emissions from cement production,Emissions from gas flaring,Per capita CO2 emissions (tCO2),Emissions from bunker fuels (not included in the totals)
244,1995,MtCO2,22243.441,8675.369999999999,8493.378666666666,4212.479333333334,720.5,141.724,1.02575,655.391
245,1996,MtCO2,22854.94933333333,8894.357999999998,8688.789999999999,4381.886666666666,744.502,145.39066666666668,1.0265199999999999,702.0163333333334
246,1997,MtCO2,22932.136333333332,8832.215333333334,8790.463,4396.160999999999,766.9713333333333,146.29266666666666,1.0325333333333333,723.976
247,1998,MtCO2,22814.781,8606.062666666667,8885.557999999999,4424.225666666666,766.194,132.75533333333334,1.0088466666666667,764.8629999999999
248,1999,MtCO2,23174.45533333333,8587.909,9030.057666666666,4632.5289999999995,797.192,126.76766666666666,1.0085166666666667,808.401
249,2000,MtCO2,23873.09833333333,8858.189999999999,9255.469666666666,4761.867,828.9086666666667,168.685,1.0606566666666666,828.1533333333333
250,2001,MtCO2,24068.703999999998,8907.143666666667,9328.850666666665,4790.665,870.045,171.94833333333332,1.0778166666666666,796.9903333333333
251,2002,MtCO2,24601.155333333332,9323.101333333332,9250.017333333333,4923.357999999999,923.9596666666666,180.697,1.07822,838.5446666666666
252,2003,MtCO2,25870.771666666667,10047.227666666666,9512.748666666666,5120.588,1013.012,177.20633333333333,1.1082866666666666,854.1316666666667
253,2004,MtCO2,27090.14733333333,10756.727666666666,9774.101333333332,5269.803,1091.5849999999998,197.956,1.1228433333333332,929.2616666666667
254,2005,MtCO2,27996.261333333332,11390.305666666665,9789.314333333332,5422.494,1173.9456666666665,220.21266666666668,1.1301766666666666,969.7013333333333
255,2006,MtCO2,28964.807666666668,12074.465333333332,9810.9,5548.095666666666,1305.3296666666665,226.072,1.1468233333333333,1025.0533333333333
256,2007,MtCO2,29800.594999999998,12624.960333333333,9773.851999999999,5759.827333333333,1400.8463333333332,241.11266666666666,1.1629566666666666,1087.163
257,2008,MtCO2,30649.970999999998,13152.637666666666,9902.940666666667,5918.047666666666,1423.4293333333333,252.90466666666666,1.1520666666666666,1097.2353333333333
258,2009,MtCO2,30343.60633333333,12952.870333333332,9821.621333333333,5805.018999999999,1522.2313333333332,241.86066666666665,1.1019066666666666,1052.183
259,2010,MtCO2,31905.100333333332,13772.780999999999,9991.120333333332,6260.899333333333,1634.831,245.476,1.1196533333333334,1118.0766666666666
260,2011,MtCO2,33156.19633333333,14752.862666666666,9956.906666666666,6400.6359999999995,1810.5376666666664,235.22766666666666,1.1100466666666666,1145.705
261,2012,MtCO2,33767.77066666666,14974.094666666666,10144.544666666667,6507.746666666666,1904.1476666666665,237.23333333333332,1.14136,1091.1706666666666
262,2013,MtCO2,33860.958999999995,14777.051666666666,10184.390333333333,6619.715666666666,2029.5109999999997,250.261,1.12442,1120.8853333333334
263,2014,MtCO2,34122.73333333333,14778.734666666665,10385.591333333334,6628.456999999999,2082.091,247.85933333333332,1.1297,1130.9173333333333
