code,name,type,unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
IRN,Islamic Rep. of Iran,oil,MtCO2eq,33.25944834,36.37388198,43.73883898,49.95678441,58.37371693,67.32576126,76.82218715,78.85328282,85.14273216,78.75490816,80.31121579,88.18108829,107.3789821,115.7119875,127.7845773,117.945168,123.177615,125.8189089,133.8096411,137.6572706,145.2028905,157.2305576,153.5258216,169.9136372,168.3427227,175.8394174,178.8025187,173.6304894,187.3074399,193.237397,202.4444857,201.4122318,200.9167788,208.623459,226.6215839,239.801522,244.4577287,240.57577,246.5875905,224.7323699,228.5134337,235.7775378,255.4998263,239.1033955,212.0934492,190.1067893,187.9113116,194.8006425,191.4425141,
IRQ,Iraq,oil,MtCO2eq,8.623544355,9.791719672,9.58841273,10.66036498,12.51442656,15.40698966,17.30505111,19.67904463,22.51432136,24.06704428,24.38165703,26.22234529,30.89060973,33.08732541,36.79997643,41.22086372,42.60706456,45.07783153,49.61861638,49.26135764,40.57969704,62.77099657,81.99972689,90.85977822,88.48581401,87.54387469,104.5998559,76.21368419,53.62667484,67.19390472,77.75288363,73.37280312,66.48646535,72.08491934,68.46953694,64.32910416,58.93609812,67.21824722,68.56122029,80.23732278,80.67434737,91.1180775,99.45765497,93.63880196,87.96831952,92.96640933,99.3209193,102.1788708,106.4961814,
JOR,Jordan,oil,MtCO2eq,1.368209874,1.52179841,1.743697792,1.854041142,2.180437866,2.676252637,2.834709056,3.410144388,3.512064602,4.363695435,5.315188711,6.055880129,6.602879457,7.152042814,7.549966443,8.323196377,8.769945364,8.49829117,8.477507584,9.02668258,9.073403648,10.4821649,10.57320616,10.98250684,11.79358064,12.08401611,12.68023943,13.1632266,13.1979105,14.86439223,14.68262695,15.24968715,15.12362751,14.53614676,15.37474962,14.22706252,14.09059259,12.26124984,12.20454532,13.60038084,17.95863198,20.41672374,19.56071293,22.04197965,18.73377807,14.54032725,16.11453939,14.38858598,14.3769359,
KWT,Kuwait,oil,MtCO2eq,4.119807254,4.666247521,4.677461563,4.743437277,5.221855465,5.798848181,6.693431954,8.044744058,9.146451649,13.27838566,16.63588231,22.46452526,23.30090508,23.16147773,27.06059471,27.98678798,28.71548678,33.30120131,38.3558719,16.13347132,6.015790866,12.6149474,11.61691923,14.79935002,14.48728536,13.57102965,14.75899521,20.45388447,25.8298042,27.6240162,31.70659258,35.13665413,34.05523232,36.16755161,41.51142358,43.88784568,44.76632296,47.65538707,50.64209999,49.76327118,47.83664119,47.93604754,48.84522366,47.1801585,46.58386897,45.89561333,45.15043353,44.82863961,42.49587454,
LBN,Lebanon,oil,MtCO2eq,4.626056996,5.025424259,6.413125285,6.53566684,5.744781014,5.297404663,4.650817181,5.852918214,6.352354274,6.718887969,6.402379525,4.734944285,5.272588931,5.538118225,6.70960156,7.152161135,7.32423755,5.539101505,5.591046118,5.591046118,7.045772427,7.022014825,9.99918541,10.97754674,12.53675013,13.00035877,14.94396348,14.58636011,15.36256529,13.68923025,14.84710675,14.80384403,14.75899534,14.91636441,14.17942049,13.86569852,12.38985403,15.99212573,18.96623812,17.42096234,18.15890656,20.69737274,20.4277613,22.14758468,24.25994005,25.10729655,26.58246841,24.99106273,25.19665723,
OMN,Oman,oil,MtCO2eq,0.260497299,0.266855031,0.29561493,0.45636318,0.733181369,1.132900738,1.33453788,1.264318742,1.325540381,1.541361493,1.62801917,1.922289879,2.604450314,3.148007062,3.548978582,3.653102888,3.461936449,3.644661557,3.773433565,5.285755572,9.175517982,8.634206472,7.425328004,7.088046816,8.02208312,7.638255518,6.547809995,6.476396171,8.163262161,8.810983398,9.835046276,11.27602683,11.34808342,11.11431325,10.52775275,11.90216224,13.66331805,12.08406292,11.08635849,11.63487871,14.08001671,15.49996368,16.50161418,17.83261909,18.55959157,19.14713426,18.99627677,19.0304786,18.98299984,
QAT,Qatar,oil,MtCO2eq,0.309030314,0.366859252,0.434420485,0.515149816,0.699573379,0.893625118,1.200825794,1.211125462,1.22574896,1.442654561,1.398425737,1.694493575,1.576745709,1.569217753,1.633486498,1.658017359,1.689940805,1.770165107,2.042544802,1.938377416,1.830651233,1.933993934,2.130857124,2.297543149,2.456128765,2.638682099,2.827135299,2.987844162,2.71843538,2.833826772,3.123338397,5.926730451,5.28008745,5.655738733,6.701413959,7.802599219,10.83093737,12.51566472,11.23393175,12.69565732,11.43641799,13.99854978,13.45812148,16.34508358,15.32843196,16.45207823,16.14841341,14.99502206,18.42419538,
SAU,Saudi Arabia,oil,MtCO2eq,10.07911509,11.46632782,14.09941145,15.80210904,17.28349249,19.2714038,26.49041423,42.81467646,61.5234193,79.23077891,90.73694076,100.863256,112.0971508,91.99454575,90.20671308,89.55742289,99.2306493,104.9201271,101.2089395,109.2799418,114.4717788,123.0488272,131.5353103,139.7530566,138.6558127,148.7738724,149.257927,160.8824867,167.2610766,169.7654367,170.4691829,175.177272,183.8196733,192.1572971,198.8801361,212.71251,227.896109,247.9994089,270.1265393,291.6211411,305.4860162,322.6763975,329.078706,359.274439,379.6939307,369.9593587,349.8697538,322.4894319,322.8169878,
SYR,Syrian Arab Republic ,oil,MtCO2eq,5.467481959,5.193614106,4.977197891,7.049206899,8.339144641,9.315783347,10.08934174,10.17783707,13.38799619,12.34473742,13.88201678,16.61499908,19.55918984,21.96244014,19.40833008,20.39901609,23.26278672,22.87005426,21.14233032,24.27396558,26.86527765,25.21232161,25.59937507,26.48497674,27.38864291,30.17318023,28.91641732,30.95305839,29.93690425,29.87595293,30.47775311,30.95639725,30.30950013,33.637085,44.94450264,47.68983879,51.9012124,53.50934728,45.28167989,41.95544152,40.5614369,33.13174289,19.79579545,17.17542959,16.62127586,18.6858772,20.71106487,19.62546075,17.77306266,
ARE,United Arab Emirates,oil,MtCO2eq,0.416892212,0.556334242,0.790098158,1.036249307,1.689618737,2.603178093,4.009508154,4.424544211,6.004986979,9.702168559,11.29243225,12.93754121,13.19470525,16.00072055,15.93213841,16.03932788,16.84274972,17.7639168,18.20047503,18.82996421,19.32864937,19.90568466,21.22268986,21.14813291,21.14198182,19.59426277,19.83453484,19.77712935,20.10019895,21.37332991,22.837605,24.71294186,26.83224765,27.23168684,28.99805087,30.34084022,31.17370659,33.11044431,36.04419272,37.46025202,37.84374119,38.52590194,42.96139785,44.03506221,40.23456081,44.54425469,50.74095324,46.39272738,43.94060387,
YEM,Yemen,oil,MtCO2eq,1.223876079,1.477863112,1.894501545,1.874980101,1.78071176,2.215828922,2.233515646,2.478050761,2.681416574,3.53336086,3.555209675,4.057517157,4.495194981,4.595182456,4.931710287,5.226049285,5.739192418,6.186727256,6.441065655,6.416651745,8.290809372,8.954971052,7.926701233,8.290740027,9.582499135,9.812998195,10.50433536,11.4174089,12.76645224,13.51115634,14.69596751,14.73407355,17.03600055,18.05628534,19.0551611,19.10430953,20.21728767,21.36570454,22.79920612,20.29676263,17.72479197,15.64984596,21.67997774,21.14623328,9.595576266,8.183900578,7.828340142,7.841260809,9.194115944,
,Middle East,oil,MtCO2eq,70.86968608,77.78896102,89.77222802,101.6519989,115.7120459,133.2251817,155.2205029,179.8013766,214.3805651,236.5213486,257.2331933,287.3023475,328.5362839,325.5895983,343.1932684,340.9664331,362.6358504,377.2540014,390.5789272,385.6890408,389.9280307,440.0063942,465.8004059,504.8279381,505.180818,523.0187994,546.1870587,533.1627246,538.6558989,565.2501295,595.3696154,605.4818022,608.8774013,637.2947965,678.7939386,709.9265047,734.487809,768.415658,797.2098071,805.3262871,823.964355,859.3739473,891.2618207,904.0033811,874.1488196,850.1038468,843.9613732,816.3192276,815.6894498,
,IEA/Accession/Association,oil,MtCO2eq,5053.590445,5437.597345,5853.013142,5681.355847,5552.514196,5930.201457,6134.025525,6290.624673,6268.474642,5860.061578,5524.249082,5290.755398,5176.489502,5266.842383,5217.868436,5375.602375,5457.976716,5666.088426,5774.234254,5761.743189,5823.914786,5962.842547,6088.650616,6228.759632,6312.622462,6489.756723,6691.674513,6770.825796,6900.605745,6940.291226,6980.053177,6906.672183,7048.110271,7269.709875,7302.622365,7245.884277,7283.918357,7109.33415,6865.571969,7118.118992,7062.21133,7127.993999,7216.48639,7158.362362,7384.055275,7433.523561,7525.774293,7576.980751,7572.657153,
,European Union - 27,oil,MtCO2eq,,,,,,,,,,,,,,,,,,,,1416.748406,1443.879833,1440.87795,1433.892582,1427.333502,1443.261094,1484.265923,1477.242542,1508.094878,1486.847458,1451.314491,1484.745514,1469.178036,1482.892667,1478.20657,1466.193936,1453.311704,1399.392043,1390.040891,1316.976553,1293.662299,1247.265599,1201.36627,1172.23898,1151.539444,1181.006832,1189.492766,1195.830326,1181.512004,1181.093142,1071.378117
,G7,oil,MtCO2eq,3920.448496,4215.492284,4513.960465,4317.759994,4131.301082,4369.651441,4519.00021,4585.937457,4516.658213,4135.973538,3856.408955,3676.11102,3599.52543,3683.296322,3616.04248,3705.623068,3740.303451,3880.729349,3908.036779,3819.265578,3792.749297,3849.700299,3868.275576,3929.133845,3888.808699,3967.725849,4076.206575,4164.043501,4185.095412,4158.080346,4177.963795,4069.884196,4125.357366,4162.526003,4166.49818,4061.528891,3996.092895,3807.73234,3604.746429,3665.805477,3544.356733,3479.331417,3506.440107,3432.169708,3498.77909,3485.54799,3461.709137,3478.956457,3429.389427,3066.137513
,G8,oil,MtCO2eq,,,,,,,,,,,,,,,,,,,,4446.346426,4416.064651,4400.122923,4356.215245,4306.138094,4234.479773,4292.867589,4390.728655,4484.107379,4500.717815,4480.659039,4498.003009,4379.514812,4433.843171,4468.549518,4465.285573,4371.737696,4310.854311,4133.336484,3906.942633,3968.693265,3878.838417,3812.828631,3827.221615,3773.953832,3832.593069,3799.855613,3789.08502,3787.265555,3748.02562,3359.046546
,G20,oil,MtCO2eq,,,,,,,,,,,,,,,,,,,,6461.437483,6503.47207,6559.183838,6617.295263,6636.853533,6670.676926,6836.745904,7028.608214,7142.164113,7259.330159,7300.572154,7345.991633,7254.971399,7405.442355,7622.675507,7656.963381,7632.589643,7691.470735,7552.259202,7300.142552,7571.484043,7558.245423,7628.692731,7720.058821,7720.551047,7959.484795,7974.083451,8052.628757,8057.50059,8059.549211,
,Africa,oil,MtCO2eq,101.824624,112.4113189,120.093476,125.7259362,134.3016224,146.2923987,155.4251288,165.9430378,172.0776353,184.8574729,196.049664,202.7338691,212.0847106,217.3990431,219.6174769,219.3900548,229.9551867,240.3186847,244.504596,246.0265551,250.4356886,260.0931732,256.9900758,253.8902794,267.813442,277.6774915,292.3647429,296.4781378,306.9949454,305.8965331,316.6878253,329.8951359,333.4113357,358.1831976,371.6974512,380.019634,392.459424,417.6778092,435.5151886,459.9016773,459.2007386,492.5161218,528.7221245,549.1274539,554.5559166,550.3324495,547.0674091,551.083693,565.6022595,
,Americas,oil,MtCO2eq,2611.238504,2810.943328,2966.615931,2892.325381,2809.301564,3007.560788,3171.478056,3207.307153,3150.344589,2962.356452,2822.910808,2720.86171,2644.494014,2686.928469,2693.02314,2780.138757,2839.949364,2941.258654,2972.015771,2815.144365,2768.420196,2824.695127,2870.147171,2953.3005,2923.047757,3027.232827,3218.250939,3343.096782,3365.690259,3388.720496,3423.783254,3312.203244,3363.902205,3460.27634,3504.868414,3461.657899,3495.730949,3370.141811,3235.656347,3351.16115,3254.023416,3232.08156,3307.070344,3287.544913,3337.685546,3330.491219,3302.744204,3325.515436,3289.680114,
,Asia,oil,MtCO2eq,,,,,,,,,,,,,,,,,,,,2241.138867,2305.598729,2430.681181,2537.407224,2631.927997,2762.85027,2835.237852,2908.680363,2837.456037,2960.02152,3037.789286,3036.306797,3100.892169,3157.271959,3334.62581,3383.205888,3431.782158,3541.226425,3533.836616,3520.441656,3716.236971,3837.747222,4014.367084,4109.393507,4119.355627,4259.697088,4302.642517,4398.847598,4394.48257,4417.17522,
,Europe,oil,MtCO2eq,,,,,,,,,,,,,,,,,,,,2590.391856,2599.681866,2429.164932,2315.016473,2167.223718,2146.512845,2150.04068,2129.971121,2154.955172,2111.801677,2071.482507,2109.266926,2081.711993,2096.822384,2095.887776,2079.208656,2082.11239,2029.55859,2026.086292,1922.941996,1895.788297,1868.4585,1821.849684,1776.104775,1767.289484,1789.266009,1784.839598,1801.553167,1765.608047,1772.878271,
,Oceania,oil,MtCO2eq,,,,,,,,,,,,,,,,,,,,2590.391856,2599.681866,2429.164932,2315.016473,2167.223718,2146.512845,2150.04068,2129.971121,2154.955172,2111.801677,2071.482507,2109.266926,2081.711993,2096.822384,2095.887776,2079.208656,2082.11239,2029.55859,2026.086292,1922.941996,1895.788297,1868.4585,1821.849684,1776.104775,1767.289484,1789.266009,1784.839598,1801.553167,1765.608047,1772.878271,
,World,gas,MtCO2eq,2048.463652,2158.087347,2237.853518,2290.357773,2253.834552,2375.721994,2435.872663,2514.961971,2660.999699,2712.856004,2748.268338,2753.342072,2781.410576,2986.652456,3073.900611,3115.391885,3292.671458,3432.576093,3606.927742,3676.121952,3798.447403,3781.491089,3849.862282,3874.050684,3984.780972,4153.023066,4217.737146,4275.921549,4422.073585,4567.322173,4628.942507,4789.888339,4969.345221,5104.151562,5223.08143,5370.843409,5582.730841,5739.747805,5580.971395,6057.464234,6146.725564,6263.048097,6349.277867,6342.486626,6447.273823,6625.56966,6775.13957,7098.052606,7267.203157,
,Annex I Parties ,gas,MtCO2eq,,,,,,,,,,,,,,,,,,,,3000.274342,3082.745011,3050.953761,3080.193318,3056.398386,3118.844803,3249.956267,3246.365922,3233.324727,3321.656798,3403.872004,3385.16321,3457.472528,3525.956241,3548.890984,3563.299688,3571.624474,3687.012319,3712.433161,3544.533602,3781.106414,3784.471661,3815.982617,3823.230192,3755.388274,3762.737264,3846.354976,3875.040794,4076.553811,4147.895203,
,   Annex II Parties   ,gas,MtCO2eq,1446.011792,1522.832916,1565.798971,1577.093378,1503.472593,1564.919824,1570.898516,1593.833562,1667.33526,1655.963341,1626.536639,1546.480103,1501.279868,1607.717179,1603.856351,1553.887155,1636.038515,1694.668373,1766.072799,1759.44129,1829.406643,1868.792704,1945.514269,1994.556916,2089.982895,2196.050243,2240.501658,2248.359543,2311.191423,2386.926937,2354.788892,2414.937906,2426.347772,2450.79256,2452.277376,2445.822592,2550.306774,2581.259282,2500.571445,2649.22785,2621.690888,2673.434929,2693.353804,2649.781829,2714.59394,2789.802679,2775.837089,2940.094694,3011.464816,
,      North America      ,gas,MtCO2eq,1266.118055,1288.27017,1283.223746,1244.8185,1151.384307,1174.603869,1157.51329,1157.747877,1197.04202,1183.92125,1156.747965,1082.421346,1019.252272,1087.639949,1059.64208,998.5883827,1049.577264,1107.574002,1157.011153,1115.82518,1134.761455,1169.04436,1210.568118,1240.539304,1289.620712,1320.320884,1357.993193,1333.354861,1346.114981,1399.048929,1340.134372,1387.23309,1364.598355,1364.715138,1349.858283,1333.143759,1421.405587,1424.505358,1392.551634,1460.814999,1494.814732,1555.186361,1591.102616,1629.118168,1674.24669,1685.845364,1656.263879,1837.411059,1898.259817,
,      Europe      ,gas,MtCO2eq,167.0552223,219.5158288,261.2026896,306.3131603,323.4776475,355.7413193,370.6043288,381.9917357,408.7333016,402.3090904,395.9230504,385.8478515,400.2032551,416.7824147,433.081739,441.0577092,468.6770201,463.6409761,478.3189757,492.9887165,536.9899903,538.9581065,570.1051684,582.0086483,621.6104575,689.8827811,690.4870818,718.6851477,756.981511,772.3523758,796.3128337,801.5083779,835.8469765,860.7619389,878.0677453,870.7870248,862.9693978,893.8843642,845.2128811,912.8687234,816.8548128,795.7191748,779.5439626,694.5588628,726.0025409,782.4625193,800.8880841,792.6569508,809.5929743,
,      Asia Oceania,gas,MtCO2eq,12.83851536,15.04691738,21.37253512,25.96171719,28.6106384,34.57463585,42.78089671,54.09394925,61.55993917,69.7330009,73.86562383,78.21090608,81.82434128,103.294815,111.1325316,114.2410633,117.7842314,123.4533945,130.7426699,150.6273928,157.655198,160.7902379,164.8409834,172.008963,178.7517256,185.8465786,192.0213824,196.3195349,208.0949307,215.5256313,218.3416857,226.1964379,225.9024402,225.3154829,224.3513476,241.8918075,265.9317891,262.8695597,262.8069294,275.5441278,310.0213431,322.5293927,322.7072247,326.1047984,314.344709,321.4947952,318.6851258,310.0266843,303.6120245,
,   Annex I EIT   ,gas,MtCO2eq,,,,,,,,,,,,,,,,,,,,1234.534267,1246.062295,1174.413257,1126.25395,1052.427798,1016.681121,1038.957732,987.7577078,965.3234923,986.1656203,988.000059,999.1414728,1008.862246,1058.864862,1055.141776,1058.595794,1065.057249,1065.659064,1060.894,976.3665327,1058.499873,1076.841882,1055.525123,1041.895959,1012.203487,956.5348565,968.993959,996.0063123,1042.577666,1050.897702,
,Non-Annex I Parties ,gas,MtCO2eq,,,,,,,,,,,,,,,,,,,,675.8476103,715.702392,730.5373286,769.6689643,817.6522989,865.9361691,903.0667998,971.3712232,1042.596822,1100.416788,1163.45017,1243.779297,1332.415812,1443.38898,1555.260578,1659.781743,1799.218935,1895.718522,2027.314644,2036.437793,2276.35782,2362.253903,2447.06548,2526.046926,2587.095161,2684.441436,2779.096951,2899.92487,3021.271433,3118.842184,
,Annex B Kyoto Parties,gas,MtCO2eq,,,,,,,,,,,,,,,,,,,,946.1418671,973.1963506,959.3496491,960.2595184,943.4789348,989.009822,1074.52715,1052.350237,1061.058245,1110.233048,1123.270363,1150.241815,1164.040326,1214.005615,1233.805666,1258.415771,1243.805677,1235.832444,1270.821315,1179.175682,1282.430572,1181.363346,1149.321016,1129.039099,993.7671818,1010.131808,1075.474982,1105.22283,1102.906044,1121.085499,
,OECD Total,gas,MtCO2eq,1490.411409,1570.576725,1617.641004,1632.390929,1561.069885,1626.027597,1636.987028,1669.836217,1754.357578,1745.775649,1719.180441,1646.988511,1603.930279,1712.903881,1712.872679,1660.979942,1749.032874,1811.038579,1886.556967,1906.281482,1979.743971,2015.11537,2094.055489,2150.683081,2257.706654,2384.578796,2446.56641,2466.503308,2537.707788,2636.109225,2619.185616,2697.019824,2733.883235,2779.404444,2798.151723,2812.561186,2930.209128,2968.553009,2880.853364,3073.490391,3065.043882,3125.209836,3152.473498,3094.783925,3161.706521,3248.538388,3260.336738,3420.983828,3474.6561,3440.722837
,Non-OECD Total,gas,MtCO2eq,558.0522424,587.5106225,620.2125137,657.9668443,692.7646672,749.6943969,798.8856348,845.1257544,906.642121,967.0803549,1029.087897,1106.353561,1177.480297,1273.748575,1361.027933,1454.411943,1543.638584,1621.537514,1720.370775,1769.84047,1818.703432,1766.37572,1755.806793,1723.367603,1727.074318,1768.44427,1771.170736,1809.418241,1884.365798,1931.212948,2009.756891,2092.868515,2235.461986,2324.747118,2424.929707,2558.282223,2652.521713,2771.194796,2700.118031,2983.973843,3081.681683,3137.838261,3196.80362,3247.69951,3285.472179,3376.913539,3514.628926,3676.841417,3792.081288,
,International marine bunkers,gas,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000748848,0.003190877,0.095122756,0.117733444,0.17390586,0.227360997,0.46576923,
,International aviation bunkers,gas,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,Canada,gas,MtCO2eq,68.3526568,78.19661892,83.15352501,86.21162738,87.94210294,89.90959547,95.00793644,91.41470004,95.32248699,96.71004747,94.34395769,95.8393467,93.90759798,100.9911354,108.8132312,107.7909191,106.839805,117.9223362,122.8111235,119.3129973,119.2076282,125.4557248,131.0550719,138.10653,143.6245882,150.844357,151.5105411,146.545576,153.6619474,162.8331627,156.4472117,164.3867037,172.4247281,166.7894909,167.3581262,165.1541061,176.0497228,174.4496633,169.1683714,171.7193557,189.1794516,192.1012245,203.2375925,214.3550975,212.5939157,213.6469783,217.2188595,234.1926725,235.5778628,225.799603
CHL,Chile,gas,MtCO2eq,1.324191205,1.205946041,0.946810402,0.986535221,1.121167431,1.221866489,1.257474252,1.174517057,1.389969351,1.423419181,1.40163681,1.451139616,1.565738374,1.601655008,1.597858067,1.464180831,1.421595268,1.99571847,3.111746731,0.941847187,1.014721616,1.037628399,0.915554995,0.976327105,1.020072114,1.018510624,1.929577849,3.281259937,4.348639226,6.699549692,8.485668883,8.331260446,9.887803045,11.15002434,10.57885148,8.525427125,5.118013816,3.397438,4.582965751,8.740337866,10.23558141,9.01685645,9.215148156,7.722158634,8.292818103,8.730183651,9.229977038,9.219697294,10.42190405,10.92665169
MEX,Mexico,gas,MtCO2eq,19.58605364,20.99657917,23.48492806,24.62194779,24.48832034,23.63302693,24.84559332,30.73800504,38.2175878,40.49705388,42.63782262,48.67716585,48.6923372,49.05821832,50.59766584,44.87026143,44.50739093,45.0879276,43.04924768,48.43850776,52.21903906,53.00832477,55.15459431,57.30106887,56.36906179,61.05830568,65.4120239,75.55651362,72.23943874,82.07313044,83.13276203,93.60386252,104.7295011,109.6117227,109.2805228,120.6303107,124.2642461,130.7795,130.8120234,135.2920444,140.2933239,146.8817261,140.7914632,138.6309699,144.3973045,146.3541836,150.2619476,146.6505016,139.4515012,162.3237737
USA,United States,gas,MtCO2eq,1197.765398,1210.073551,1200.070221,1158.606873,1063.442204,1084.694273,1062.505354,1066.333177,1101.719533,1087.211202,1062.404007,986.581999,925.344674,986.6488136,950.8288489,890.7974636,942.7374589,989.6516658,1034.20003,996.5121831,1015.553827,1043.588635,1079.513046,1102.432774,1145.996124,1169.476527,1206.482652,1186.809285,1192.453034,1236.215767,1183.68716,1222.846386,1192.173627,1197.925647,1182.500157,1167.989653,1245.355864,1250.055695,1223.383263,1289.095644,1305.635281,1363.085137,1387.865024,1414.76307,1461.652775,1472.198386,1439.04502,1603.218387,1662.681954,1618.224229
,OECD Americas,gas,MtCO2eq,1289.657254,1313.684014,1310.982993,1273.889078,1180.257071,1202.936781,1187.50885,1194.482008,1241.849372,1231.577238,1206.980429,1139.227203,1076.901223,1145.639374,1119.202676,1052.41712,1103.115185,1162.295395,1210.46279,1172.772109,1195.797857,1230.769319,1274.611113,1306.705009,1355.399209,1391.521731,1436.812982,1425.520035,1434.216249,1500.6616,1445.357727,1502.724389,1492.266608,1499.214009,1484.142213,1476.775179,1565.107213,1574.061724,1545.519158,1623.460472,1662.923214,1729.316849,1759.95448,1794.818196,1846.88092,1861.731763,1834.791239,2013.067336,2066.126568,2031.73297
AUS,Australia,gas,MtCO2eq,4.005109765,5.821039335,7.119742313,7.819600906,8.652729521,9.747363904,11.46581066,12.60838385,14.06807758,16.31051036,18.85261219,20.84870644,20.78408361,22.27560556,23.80766816,26.1421266,26.86961076,28.16508311,29.09184063,32.31721645,30.63119637,31.92842482,33.31828256,34.83357803,37.44417773,37.73265907,38.0162005,39.68977699,41.50303757,43.68089497,46.10930484,50.73800616,46.39848621,47.87970445,47.7597773,48.56564512,55.62946408,57.42306791,59.67656003,60.98448507,61.86253434,64.88902123,65.47227438,66.59171531,67.25083294,69.28524722,71.92589866,74.24978328,76.62728698,86.56347222
ISR,Israel,gas,MtCO2eq,0.032800045,0.02324804,0.0,0.000658064,0.000658064,0.000658064,0.000658064,0.001265724,0.000860618,0.002126343,0.002126343,0.000860618,0.000860618,0.000860618,0.007228542,0.005712326,0.006318097,0.005711751,0.005964493,0.005155718,0.003791146,0.003942431,0.000455296,0.000505934,0.008036238,0.010360995,0.010562738,0.008440175,0.010562738,0.007075603,0.006923958,0.015060607,0.016930663,2.298780959,3.164115315,4.541564382,5.452131342,6.930810785,8.470945818,10.20110904,9.480924116,4.944716692,13.62605524,15.50894773,16.38346524,18.64348161,19.96741712,18.15105625,18.18720714,19.03055554
JPN,Japan,gas,MtCO2eq,8.587565906,8.744651168,13.67397142,17.54164674,19.30800223,22.99291087,28.2218196,38.45430654,45.4025581,51.56542299,52.81228343,53.46999273,57.06928302,76.67252008,81.99077007,83.46235809,86.15088183,90.3564349,96.6108567,111.7106743,119.700434,121.1120115,124.021854,130.2016205,134.8722442,140.6677774,145.3979289,149.2192849,158.1727614,163.1233786,162.532796,166.4565402,171.8750918,170.8913586,169.7030131,186.4821016,202.6288478,198.5393564,196.4095607,207.0519656,241.3737398,250.5959801,249.8593823,251.9702866,239.9554683,245.3312298,239.3183555,229.3517065,219.8730916,229.64484
,Korea,gas,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122810554,4.434851513,5.747477867,5.554988349,6.409636336,7.415229678,9.699457873,12.11791012,16.13089957,19.50929056,25.77298092,31.32382582,29.30436661,35.86650324,40.193293,44.01997528,49.181106,51.25242753,60.42595497,64.29033337,68.73376134,73.86455668,75.54697346,72.65748847,91.49599304,98.61990416,106.8459142,111.0184399,100.133418,93.6450759,99.34749293,102.9964976,114.2955214,110.3255697,115.2486553
NZL,New Zealand,gas,MtCO2eq,0.245839685,0.481226877,0.578821384,0.600469544,0.649906647,1.834361078,3.093266456,3.031258856,2.089303494,1.857067559,2.200728204,3.892206915,3.970974657,4.346689414,5.334093367,4.636578617,4.763738826,4.931876507,5.039972575,6.599502023,7.323567558,7.749801592,7.500846864,6.973764469,6.435303711,7.446142126,8.607252993,7.410473054,8.419131674,8.72135771,9.699584928,9.001891555,7.628862141,6.544419913,6.888557171,6.84406083,7.673477177,6.907135442,6.72080865,7.507677111,6.785069039,7.044391406,7.375568019,7.542796494,7.13840782,6.878318216,7.440871557,6.425194545,7.111645915,6.686309152
,OECD Asia Oceania,gas,MtCO2eq,12.8713154,15.07016542,21.37253512,25.96237526,28.61129646,34.57529391,42.78155478,54.09521497,61.56079979,69.73512725,73.86775017,78.2117667,81.8252019,103.2956757,111.1397601,114.3695862,122.225401,129.2065841,136.3036227,157.0421848,165.0742188,170.4936382,176.9593488,188.1403685,198.2690524,211.6299206,223.355771,225.6323417,243.9719967,255.7259999,262.368585,275.3926045,277.1717984,288.0402189,291.8057962,315.1671333,345.2484771,345.3473439,343.9353637,377.2412298,418.1221714,434.3200236,447.3517198,441.7471642,424.3732501,439.4857697,441.6490405,442.473262,432.1248013,457.1738323
AUT,Austria,gas,MtCO2eq,5.426587948,5.992810675,6.525522901,7.225294047,7.145563571,8.155447669,8.268054636,8.672199351,8.762515958,8.28528893,7.821996324,7.624769828,7.66367158,8.657801003,9.503856379,9.358861152,9.797640299,9.256615352,9.972116318,11.45857518,12.10813371,12.16932728,12.62900628,13.29555446,14.54115375,15.5028844,14.92763858,15.35803237,15.62925648,14.73809946,15.8538432,15.7560892,16.98509279,17.3588898,18.27151768,17.04796716,16.09816315,16.98102192,16.53274936,18.21673153,17.24916792,16.48808471,15.90624824,14.39872352,15.46522536,16.23209461,17.50901457,16.66372477,17.21722153,16.44624817
BEL,Belgium,gas,MtCO2eq,11.34447898,14.42279418,15.2070895,17.95290009,17.41370736,19.02150058,18.68078024,18.55826424,20.68175815,19.65875905,17.90374494,14.59282926,15.61411243,16.18193488,16.20282836,14.46274859,16.27375944,15.8074314,17.84125048,18.37536136,19.58930221,19.83885292,20.81365523,21.28730084,23.39396614,26.18381254,24.85629429,27.71512848,29.27236633,29.55851704,29.61359294,30.45924072,32.19957835,32.71740539,31.99113075,33.09317023,33.07821021,32.98250293,33.66194752,37.19870266,31.57694898,32.03429433,31.97565705,27.93060025,30.44367566,31.15818666,31.60922288,32.79327296,33.31083949,33.12505447
