code,name,fuel,unit,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
TWN,Taiwan,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38866419,2.94416749,1.77761056,2.61086551,2.88861716,2.7775165,2.2220132,2.38866419,1.33320792,2.7775165,4.444110728,5.57095,6.083533258,5.9020236,7.4571145,8.000945333,9.142812948,10.91294994,12.79022489,12.90781806,14.22388352,14.16177049,16.83263072,17.20530889,20.66293414,21.55322088,22.00871642,23.58224648,24.16196808,25.05225482,31.38778372,33.58244406,31.56584107,32.28842264,37.95313083,40.84138666,42.58881835,46.49983548,46.38740997,45.55434025
TWN,Taiwan,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.75757,49.0,48.0,49.0,55.0,55.0,56.0,57.0,68.0,75.0,77.0,78.0,78.0,87.0,94.0,107.0,114.0,113.0,119.0,113.0,124.0,110.0,125.0,133.0,112.0,116.0,117.0,88.3,105.0,87.0,103.1333983,97.3920908,93.5429664,90.03298591,90.2580031,90.2885898,94.31795337,88.60578403,89.47499071,
TJK,Tajikistan,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.262872968,5.601365099,5.113660907,3.702035582,4.796478599,4.715879122,5.165414303,5.54955425,5.913996805,6.213204579,6.022042456,6.662113356,7.130273631,7.524087903,7.53360823,6.709136527,6.97349778,2.474313113,2.397902462,2.484450524,3.148202545,3.604743371,5.068255442,4.840737356,5.515403534,6.253427167,6.870917512,
TJK,Tajikistan,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.535445825,0.654956784,0.175067262,0.118851177,0.087260787,0.079472831,0.068243211,0.054295162,0.061796925,0.062916704,0.08754817,0.113737486,0.205389124,0.21877124,0.230402593,0.394777669,0.429941021,0.428993615,0.434109575,0.479503507,0.908437121,1.101684627,1.864563531,2.215880158,2.925314854,3.776330276,4.10116558,4.362165943
TJK,Tajikistan,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.727427143,2.746408315,3.138593645,1.583184405,2.409217812,2.236406291,2.197171092,2.295259088,2.45219988,2.550287875,2.334494286,2.64837587,2.724884507,2.805316663,2.503205637,1.294761537,0.843556759,0.445319498,0.443357738,0.390390221,0.398237261,0.41393134,0.439434218,0.039235198,0.03726468,0.037220891,0.142651973,0.30918232
TJK,Tajikistan,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.2,1.8,2.0,2.3,2.4,2.9,3.2,3.4,3.6,3.6,3.9,4.2,4.5,4.8,5.019597321,5.7,1.6,1.520435149,1.614556796,1.841528163,2.089127405,2.764257693,2.585622,2.552824,2.439876,2.627099959,
TZA,Tanzania,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91186,2.2,2.2,1.9,2.1,2.1,2.7,2.4,2.502474932,2.508351522,2.817800953,2.327250384,2.654594849,2.808356982,2.512643749,2.506976425,2.542445262,2.48571609,2.533650874,2.675336564,2.670659162,3.08394738,3.499321995,3.65152889,4.209546697,5.053158389,5.414392703,5.691847893,6.194776191,6.790053621,6.645204036,7.832454198,9.701844979,10.41059128,10.5229008,10.84342975,11.48568264,10.86704988,11.56522677,
TZA,Tanzania,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002474932,0.008351522,0.017800953,0.027250384,0.054594849,0.108356982,0.112643749,0.106976425,0.142445262,0.08571609,0.133650874,0.175336564,0.170659162,0.18394738,0.199321995,0.15152889,0.176235311,0.153233637,0.125596829,0.140946451,0.194879657,0.199215604,0.215031311,0.232026586,0.255758142,0.205034776,0.618469878,0.673587853,0.630906625,1.233909151,1.20980812,1.32222207
TZA,Tanzania,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233311386,0.799924752,0.988795874,1.039732749,1.099896534,1.290838017,1.530172725,0.980879952,1.137820744,1.275143938,1.078967947,2.157935894,2.948056013,1.857269733,2.495959652,2.704801118
TZA,Tanzania,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91186,2.2,2.2,1.9,2.1,2.1,2.7,2.4,2.5,2.5,2.8,2.3,2.6,2.7,2.4,2.4,2.4,2.4,2.4,2.5,2.5,2.9,3.3,3.5,3.8,4.1,4.3,4.511168693,4.9,5.3,4.9,6.61954766,8.308266093,8.930412567,8.825462975,8.011906,7.90672,7.775871,7.859459,
THA,Thailand,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.57204808,33.96584793,32.93460735,35.31485848,39.55494521,43.1906344,44.67255457,52.28403687,58.57215953,69.61727002,83.68119978,92.70111692,100.3370203,114.7445902,128.1224493,144.8393849,164.5016508,172.9676259,159.0569687,167.73796,158.0371832,167.2081723,183.2545763,202.0353714,220.3273309,236.9723421,231.8429546,225.0930136,248.1841059,259.9536308,258.1515246,264.6193404,281.1947102,291.0759725,294.3149872,297.0209458,298.6773247,303.5078775,309.9526836,
THA,Thailand,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62410808,1.843581265,2.440944012,2.290628484,2.840978539,4.399381063,5.730207901,8.280556866,8.33222286,9.960956682,13.64541312,16.17974359,17.12591034,18.27480072,20.98555836,24.33416255,30.29645861,31.08757002,24.5842898,26.15325915,27.5166898,30.80461854,32.3294376,34.2225276,37.61066186,40.36796798,43.8839356,50.18973217,53.88437618,53.24898289,56.03260141,56.59303366,58.5079469,59.4954509,61.71333439,62.30302276,60.90085986,62.46238549,63.3958501,56.3300229
THA,Thailand,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.122266667,2.493663333,3.02423,3.713966667,6.791253333,5.942346667,7.00348,10.23993667,9.656313333,11.03578667,12.52137333,13.21111,16.46978945,18.13689093,19.50522237,22.20519221,27.88005584,29.47267886,32.58470085,36.52049336,43.40355377,47.92513866,52.81284379,54.71666901,59.60437413,60.959019,64.80328146,68.29972969,71.70464787,82.39535871,84.53716208,92.92131545,95.48415709,96.46352871,97.29096044,95.13453058,96.3408865,98.41590387,
THA,Thailand,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.94794,30.0,28.0,30.0,33.0,32.0,33.0,37.0,40.0,50.0,59.0,64.0,70.0,80.0,89.0,101.0,112.0,114.0,105.0,109.0,94.0,93.0,103.0,115.0,128.0,137.0,127.0,110.1,126.0,135.0,119.7235645,123.4891446,129.7654478,136.0963646,136.1381241,137.4269626,142.6419342,144.7046055,148.1409296,
BHS,The Bahamas,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99007,4.2,3.6,2.7,2.5,2.2,2.4,2.7,2.4,2.8,3.0,2.6,2.2,2.3,2.7,3.2,3.6,3.5,4.0,3.6,3.5,3.4,3.4,4.2,4.3,4.9,4.9,3.333506078,5.1,3.6,3.6,2.968306614,3.44992947,3.185439519,3.112139926,2.935131,3.076548,3.664372636,3.982675282,
BHS,The Bahamas,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHS,The Bahamas,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0794e-05,0.006219387,0.00708193
BHS,The Bahamas,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99007,4.2,3.6,2.7,2.5,2.2,2.4,2.7,2.4,2.8,3.0,2.6,2.2,2.3,2.7,3.2,3.6,3.5,4.0,3.6,3.5,3.4,3.4,4.2,4.3,4.9,4.9,3.333506078,5.1,3.6,3.6,2.968306614,3.44992947,3.185439519,3.112139926,2.935131,3.076548,3.664281842,3.976455895,
TLS,Timor-Leste,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.3,0.3,0.341776221,0.4,0.2,0.253427,0.262934,0.3110748,0.4694018,0.5390538,0.5286017,0.516702681,0.52698616,0.53420808,
TLS,Timor-Leste,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLS,Timor-Leste,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLS,Timor-Leste,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.3,0.3,0.341776221,0.4,0.2,0.253427,0.262934,0.3110748,0.4694018,0.5390538,0.5286017,0.516702681,0.52698616,0.53420808,
TGO,Togo,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58233,0.5,0.5,0.6,0.7,0.6,0.5,0.5,0.5,0.6,0.6,1.0,0.7,0.5,0.6,0.6,0.6,0.7,0.7,1.0,1.4,1.0,1.3,2.2,2.3,2.3,2.3,2.608660521,2.886209374,1.552844671,2.719479968,2.444824838,2.113735962,2.205410075,2.410004778,2.585771943,2.599744931,2.676507556,2.485122278,
TGO,Togo,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203873938,0.186209374,0.252844671,0.319479968,0.287006814,0.237061448,0.213760136,0.310715787,0.302197606,0.320914306,0.32204114,0.598078278,0.705891985
TGO,Togo,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGO,Togo,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58233,0.5,0.5,0.6,0.7,0.6,0.5,0.5,0.5,0.6,0.6,1.0,0.7,0.5,0.6,0.6,0.6,0.7,0.7,1.0,1.4,1.0,1.3,2.2,2.3,2.3,2.3,2.404786583,2.7,1.3,2.4,2.157818023,1.876674514,1.991649939,2.099288991,2.283574336,2.278830625,2.354466416,1.887044,
TON,Tonga,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02911,0.04286,0.04005,0.04286,0.04298,0.04468,0.04728,0.06937,0.08109,0.08744,0.08743,0.09762,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.18639073,0.2,0.2,0.129139232,0.122132704,0.125264058,0.123492205,0.132212561,0.13618498,0.144218035,0.174031795,0.149497222,
TON,Tonga,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TON,Tonga,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TON,Tonga,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02911,0.04286,0.04005,0.04286,0.04298,0.04468,0.04728,0.06937,0.08109,0.08744,0.08743,0.09762,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.18639073,0.2,0.2,0.129139232,0.122132704,0.125264058,0.123492205,0.132212561,0.13618498,0.144218035,0.174031795,0.149497222,
TTO,Trinidad and Tobago,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55811155,10.09098155,9.8553101,10.64141552,14.1452896,15.3759508,11.22752093,10.52852298,10.73840937,11.3819631,12.21362635,13.64663089,13.87286642,14.88787446,17.04616203,17.86450763,19.68131396,21.31240683,21.21144745,21.88047825,23.14091025,26.01079663,27.46103298,32.96088671,31.06404924,34.73281373,44.7426897,43.86516955,48.08148021,46.44815175,51.57179093,53.19531158,50.93602564,56.56897293,55.19857812,54.23042622,48.95714034,48.34309457,48.83706365,
TTO,Trinidad and Tobago,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00234334,0.003797603,0.001035222,0.00285001,0.003239795,0.001146733,0.002890471,0.001931091,0.001038893,0.002044762,0.002735995,0.004043086,0.006766166,0.00500208,0.008084427,0.01041709,0.015416185,0.022685703,0.008209505,0.010939163,0.022620843,0.006265295,0.002750956,0.009441432,0.014004091,0.001809726,0.01228086,0.00623924,0.010385104
TTO,Trinidad and Tobago,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49098155,4.49098155,5.6553101,7.041415517,10.6452896,11.9759508,8.427520933,7.928522983,8.538409367,8.9819631,9.81362635,11.14428755,10.76906881,12.08683923,13.84331202,14.86126784,16.78016722,18.20951636,18.20951636,18.67943936,19.63886549,22.00806063,23.45698989,28.25412054,26.15904716,29.6247293,39.53227261,39.64975336,42.9587945,41.03994224,45.66085177,46.34615615,44.62310514,49.10695379,48.30808469,46.67315813,41.10171261,41.58656371,42.86305241,
TTO,Trinidad and Tobago,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06713,5.6,4.2,3.6,3.5,3.4,2.8,2.6,2.2,2.4,2.4,2.5,3.1,2.8,3.2,3.0,2.9,3.1,3.0,3.2,3.5,4.0,4.0,4.7,4.9,5.1,5.2,4.2,5.1,5.4,5.9,6.826534589,6.306655204,7.459268185,6.881052002,7.543264,7.853618,6.74425,5.967772,
TUN,Tunisia,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.539987205,9.342474207,8.723972978,9.96246457,10.73403274,10.87861744,11.95490363,10.94092988,11.84888295,13.14341791,13.13506107,11.2898395,12.3461428,14.66181224,15.56885221,13.71831973,14.41184811,16.80482546,17.44333319,18.83283102,18.95769226,20.54507273,20.47169794,20.08921912,20.0039388,21.24762382,20.15661413,17.86614199,20.86476695,18.2119548,17.65931813,17.69696342,18.66522487,20.43771143,22.23395271,23.11775831,22.83695014,24.7229125,25.03642323,
TUN,Tunisia,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301372685,0.324381647,0.243568258,0.25090377,0.338801337,0.324339758,0.297360073,0.389918077,0.391339392,0.436625712,0.393846911,0.348820901,0.390041674,0.449511741,0.39292221,0.327664327,0.364158454,0.300824187,0.146927061,0.407926804,0.361457265,0.342611682,0.247820551,0.186586936,0.079890274,0.038594445,0.018402131,0.005315678,0.013482392,0.014030144,0.015791045,0.018780784,0.013485833,0.016372008,0.013225381,0.008519169,0.010800185,0.015389891,0.012540668,0.012213609
TUN,Tunisia,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85251452,0.91809256,1.18040472,1.3115608,2.2952314,2.75427768,2.55754356,2.9510118,2.55754356,3.6067922,3.54121416,1.041018596,1.956101124,3.212300497,4.175930002,3.490655401,4.047689654,5.504001276,6.296406128,6.424904213,6.596234992,8.202461045,8.223877392,7.902632182,7.924048529,9.209029371,8.138212003,6.060826307,8.851284559,6.197924657,6.643527083,6.704291051,7.595495903,8.32466351,9.217893828,9.205741035,9.724255817,10.3602466,10.55112556,
TUN,Tunisia,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3861,8.1,7.3,8.4,8.1,7.8,9.1,7.6,8.9,9.1,9.2,9.9,10.0,11.0,11.0,9.9,10.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.8,12.0,12.0,11.0,10.97389159,11.05624314,12.09667591,13.0028335,13.90349811,13.10189413,14.347276,14.472757,
TUR,Turkey,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.13662464,61.00276168,66.27474257,71.66412311,83.98511103,96.20516397,110.0058988,120.5063334,115.6250589,131.2617482,137.9442275,139.9993481,146.0369909,152.2892572,154.9694433,169.8169704,183.1676395,193.0808248,197.6860693,197.0545376,217.6921197,199.4890816,210.3158355,219.3838262,223.4037848,239.7950568,258.6204917,285.8051416,277.5539027,285.2814461,281.1172076,300.5846907,323.8896894,323.6485691,348.951453,378.2990487,404.3336893,435.1353937,428.7536235,
TUR,Turkey,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1094647,19.53831778,22.31164093,25.94357415,30.65577487,40.50047047,48.08178482,48.71946434,43.46173803,53.65472534,56.57476173,60.09073358,60.898234,57.33439887,61.31784174,63.77364799,71.84500357,80.61378541,86.12892021,81.30687057,92.43622084,77.3783207,78.31492383,83.36730719,83.71110848,96.07867091,107.1670219,124.0802032,117.9847744,121.049638,117.4287598,126.6429645,134.3905056,118.4593407,133.4330247,138.0258396,152.4432503,162.2986283,169.4543323,172.427262
TUR,Turkey,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.054542253,0.136355633,0.076359155,0.109084507,0.87352496,1.41947806,2.345316893,6.21781688,6.679921758,8.161138549,8.925823941,9.919722334,10.4898656,13.53897637,16.34475396,19.5006804,20.65528009,24.50650708,29.07491189,31.27829991,34.47047862,41.47266301,43.77546934,53.29283791,60.76456681,70.56409341,70.58412134,67.63709704,73.4422168,86.05852823,87.1660648,88.43579335,93.84386225,92.56503115,89.354499,103.2270023,95.03742821,
TUR,Turkey,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.02715994,41.4644439,43.90855939,45.58419333,53.252977,55.595609,61.050589,70.367391,69.818004,71.389206,74.689544,71.747476,76.212933,85.035136,83.161736,92.504346,94.977882,92.966359,90.901869,91.24116,96.180987,90.832461,97.530433,94.543856,95.917207,90.423548,90.688903,91.160845,88.985007,96.594711,90.246231,87.883198,102.333119,116.753435,121.674566,147.708178,162.53594,169.609763,164.261863,162.427961
TKM,Turkmenistan,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.35137608,18.29803584,17.28897198,18.06092694,18.01633644,19.02409556,17.63174358,19.08585546,23.91702329,29.83289508,34.5602389,43.79963049,47.50636161,48.91932629,38.4435284,36.45641489,32.08643121,47.88009109,58.39371311,67.32838102,77.09980705,79.28204955,81.47924908,98.32131629,98.19853229,97.16221013,97.30632212,
TKM,Turkmenistan,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.504336462,0.354903555,0.24974703,0.144590504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKM,Turkmenistan,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.847039616,8.043132281,8.239224946,9.416336438,9.416336438,9.024095558,8.631743577,10.98585546,14.51702329,18.83289508,22.5602389,30.79963049,32.50636161,34.91932629,24.4435284,22.75641489,16.08643121,34.88009109,42.00127954,50.43684713,59.34323709,60.28488185,60.81455702,78.19967329,78.19967329,77.12605613,77.12605612,
TKM,Turkmenistan,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,9.9,8.8,8.5,8.6,10.0,9.0,8.1,9.4,11.0,12.0,13.0,15.0,14.0,14.0,13.7,16.0,13.0,16.39243356,16.89153389,17.75656995,18.9971677,20.66469206,20.121643,19.998859,20.036154,20.180266,
TCA,Turks and Caicos Islands,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01661,0.01284,0.01284,0.01284,0.01284,0.01238,0.073110024,0.07776,0.2,0.2,0.1907218,0.1907218,0.192311149,0.206615284,0.212939,0.220254,0.23745,0.23745,
TCA,Turks and Caicos Islands,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCA,Turks and Caicos Islands,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCA,Turks and Caicos Islands,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01661,0.01284,0.01284,0.01284,0.01284,0.01238,0.073110024,0.07776,0.2,0.2,0.1907218,0.1907218,0.192311149,0.206615284,0.212939,0.220254,0.23745,0.23745,
TUV,Tuvalu,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUV,Tuvalu,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUV,Tuvalu,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
TUV,Tuvalu,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,U.S. Pacific Islands,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14736,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.333994724,0.3,0.3,0.352942211,0.301108386,0.30193334,0.301108386,0.301108386,0.301108386,0.301037996,0.301545627,0.301545627,
,U.S. Pacific Islands,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,U.S. Pacific Islands,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,U.S. Pacific Islands,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14736,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.333994724,0.3,0.3,0.352942211,0.301108386,0.30193334,0.301108386,0.301108386,0.301108386,0.301037996,0.301545627,0.301545627,
,U.S. Territories,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
